Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
863,male,group B,some high school,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,61,55,61
262,male,group B,some college,standard,none,married,regularly,yes,0.0,private,< 5,84,70,72
917,male,group E,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,79,77,71
154,female,group B,associate's degree,standard,completed,married,sometimes,no,1.0,,5 - 10,77,74,74
368,female,,associate's degree,free/reduced,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,44,65,56
54,female,,,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,72,69,73
73,female,group C,high school,free/reduced,none,married,never,yes,3.0,private,> 10,53,64,65
795,male,group A,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,> 10,77,78,72
935,female,group A,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,54,65,61
581,male,group C,some high school,standard,none,divorced,sometimes,yes,7.0,private,5 - 10,88,73,74
765,female,group B,some high school,free/reduced,completed,single,regularly,yes,5.0,school_bus,> 10,61,57,65
32,female,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,68,78,79
139,male,group D,some college,standard,completed,married,sometimes,yes,0.0,private,> 10,73,61,70
826,female,group B,some high school,standard,none,married,never,yes,3.0,private,< 5,42,59,54
137,female,group C,bachelor's degree,standard,none,married,never,yes,2.0,private,5 - 10,60,77,66
403,female,group B,bachelor's degree,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,47,60,64
141,female,group C,,free/reduced,completed,married,regularly,yes,5.0,school_bus,< 5,64,68,70
633,male,group D,,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,95,90,91
180,female,group C,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,87,93,91
241,male,group D,,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,94,97,92
884,male,,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,76,82,82
925,male,group E,some college,free/reduced,completed,married,sometimes,no,5.0,school_bus,< 5,78,80,79
850,male,group B,some high school,standard,none,married,,yes,0.0,private,5 - 10,62,60,54
923,female,group E,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,93,92,89
50,female,group A,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,70,76,80
28,male,group D,some college,standard,none,single,regularly,yes,4.0,private,5 - 10,72,56,55
177,female,group E,some high school,standard,none,widowed,sometimes,yes,0.0,school_bus,> 10,65,70,67
538,female,group B,high school,standard,completed,single,sometimes,yes,,private,5 - 10,60,62,67
360,female,group A,some college,free/reduced,none,divorced,sometimes,yes,6.0,school_bus,> 10,55,66,62
173,female,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,63,67,70
991,male,group B,high school,standard,none,married,never,no,1.0,private,< 5,63,57,57
207,male,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,private,> 10,92,86,88
577,male,group D,,free/reduced,none,single,regularly,no,1.0,school_bus,,63,53,53
884,female,group D,high school,standard,none,divorced,sometimes,no,5.0,school_bus,5 - 10,71,77,77
78,male,group D,some high school,standard,,married,regularly,no,3.0,private,5 - 10,65,63,61
351,male,group D,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,64,58,59
995,male,group E,high school,free/reduced,none,single,regularly,yes,1.0,school_bus,,66,59,60
797,female,group B,high school,standard,none,divorced,regularly,yes,4.0,,5 - 10,47,60,55
337,female,group D,some college,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,93,100,100
677,female,group D,some high school,standard,none,single,regularly,yes,2.0,private,< 5,67,67,69
162,female,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,67,80,84
470,male,group B,associate's degree,free/reduced,completed,divorced,regularly,no,1.0,private,> 10,65,64,62
877,male,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,80,78,79
424,male,,some college,free/reduced,none,married,,no,2.0,private,5 - 10,41,39,34
843,male,group E,master's degree,free/reduced,none,single,never,no,2.0,,< 5,76,71,69
489,male,group C,some college,standard,none,married,regularly,yes,0.0,private,< 5,82,70,65
977,female,group C,some college,free/reduced,completed,single,,yes,2.0,school_bus,5 - 10,61,79,67
641,female,group B,some college,standard,none,married,sometimes,yes,4.0,school_bus,< 5,67,79,75
132,female,group C,bachelor's degree,free/reduced,,married,sometimes,no,1.0,school_bus,< 5,50,66,59
596,male,group E,some high school,standard,completed,divorced,,yes,4.0,,5 - 10,100,100,95
356,female,group B,some high school,standard,completed,divorced,sometimes,yes,2.0,private,< 5,44,58,55
89,male,group E,bachelor's degree,standard,completed,divorced,never,yes,2.0,,5 - 10,86,72,75
156,female,group E,,free/reduced,none,married,never,yes,2.0,,5 - 10,74,78,83
857,female,group D,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,75,77,86
305,male,group B,some college,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10,70,77,69
735,female,group B,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,< 5,42,56,61
668,male,group D,,free/reduced,completed,divorced,regularly,no,3.0,school_bus,> 10,53,62,56
230,male,group C,some high school,standard,none,married,never,yes,1.0,,< 5,66,69,62
522,female,group D,some college,free/reduced,none,married,regularly,yes,4.0,private,> 10,74,93,84
982,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,64,73,72
92,male,group C,high school,standard,,divorced,sometimes,yes,5.0,school_bus,5 - 10,67,65,63
167,male,group C,some college,free/reduced,none,married,regularly,no,3.0,,> 10,65,56,55
635,male,group B,some college,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,77,70,65
267,female,group B,high school,standard,completed,,sometimes,yes,2.0,school_bus,< 5,58,72,70
876,female,group D,bachelor's degree,standard,none,married,never,yes,3.0,private,> 10,80,79,84
54,female,group B,some high school,free/reduced,none,divorced,never,yes,3.0,private,5 - 10,51,54,57
842,male,,bachelor's degree,standard,completed,divorced,sometimes,,1.0,school_bus,5 - 10,80,79,84
611,male,group B,some college,free/reduced,none,married,sometimes,yes,,school_bus,< 5,45,47,48
475,female,group D,bachelor's degree,standard,completed,,sometimes,yes,3.0,,> 10,73,77,84
27,male,group D,high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,67,52,57
774,female,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,56,67,68
373,female,group D,some college,standard,none,married,never,no,3.0,school_bus,,63,71,65
745,male,group A,some college,free/reduced,none,married,sometimes,yes,4.0,private,> 10,45,45,40
411,female,group B,high school,standard,none,married,sometimes,no,,school_bus,5 - 10,58,71,67
431,male,group D,some high school,standard,none,married,sometimes,yes,0.0,private,< 5,76,61,59
313,male,group E,some college,free/reduced,completed,single,sometimes,yes,2.0,school_bus,< 5,68,66,70
71,female,group C,some college,standard,none,,regularly,yes,3.0,school_bus,< 5,56,51,49
241,male,group B,some college,standard,none,divorced,regularly,no,2.0,private,> 10,39,40,40
132,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,76,86,87
975,male,group D,,standard,none,married,sometimes,no,5.0,,5 - 10,77,68,64
31,female,group E,,free/reduced,none,married,never,no,2.0,school_bus,< 5,46,58,50
881,female,group E,associate's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,71,60,65
988,female,group D,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,39,50,53
388,female,group D,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64
266,male,group B,some high school,free/reduced,none,married,regularly,,2.0,,> 10,43,38,34
442,male,group E,some college,standard,none,married,regularly,no,4.0,school_bus,5 - 10,57,52,48
996,female,group D,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,32,36,37
509,male,group C,associate's degree,free/reduced,none,married,regularly,yes,,private,> 10,75,73,65
332,male,group E,some high school,standard,none,single,regularly,yes,1.0,,< 5,69,57,56
53,male,group D,high school,free/reduced,none,divorced,regularly,no,5.0,,5 - 10,59,53,52
991,female,,some college,standard,completed,married,regularly,yes,5.0,private,,98,100,100
410,female,group E,high school,free/reduced,none,married,regularly,yes,3.0,private,> 10,76,83,78
484,male,group D,associate's degree,free/reduced,,single,sometimes,yes,3.0,school_bus,5 - 10,62,69,54
971,female,,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,71,87,87
874,female,group E,some college,standard,none,single,never,no,3.0,school_bus,> 10,57,66,62
709,female,group C,high school,standard,none,single,sometimes,yes,3.0,private,< 5,57,69,62
292,female,group E,high school,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,42,58,48
882,male,group E,high school,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,74,78,74
769,male,group D,some college,standard,completed,married,never,yes,0.0,private,5 - 10,95,89,89
23,female,group D,associate's degree,standard,none,divorced,regularly,,5.0,,5 - 10,90,99,95
340,male,group E,some college,free/reduced,,married,regularly,yes,0.0,school_bus,5 - 10,81,77,72
778,female,group D,some high school,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,39,44,47
47,male,group C,some college,standard,completed,married,regularly,no,1.0,private,5 - 10,78,65,68
635,female,group D,bachelor's degree,standard,completed,married,regularly,no,2.0,private,> 10,59,72,79
151,male,,some college,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,71,58,60
529,male,group A,bachelor's degree,standard,none,married,regularly,yes,2.0,private,5 - 10,67,66,66
867,female,group C,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,83,91,96
260,male,group E,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,92,72,76
323,male,group D,associate's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,57,52,56
862,male,group C,some college,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,71,71,68
6,female,group C,high school,standard,none,single,regularly,,0.0,private,5 - 10,46,47,39
904,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,66,73,75
555,male,group A,high school,standard,completed,divorced,sometimes,,2.0,private,< 5,79,76,74
272,male,group D,master's degree,standard,completed,married,never,yes,2.0,school_bus,5 - 10,43,42,46
132,female,group C,some college,free/reduced,none,married,never,yes,1.0,,5 - 10,57,76,70
121,male,group B,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,81,84,83
230,male,group D,some high school,free/reduced,none,single,never,yes,3.0,school_bus,,25,15,21
13,female,group D,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,71,75,81
81,female,group D,,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,62,54,61
136,male,group D,associate's degree,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,73,57,63
538,male,group C,some college,standard,none,,regularly,yes,1.0,private,5 - 10,83,88,83
480,male,group B,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,73,71,68
802,male,group C,some high school,free/reduced,completed,married,sometimes,no,5.0,school_bus,5 - 10,44,49,47
738,female,,some high school,standard,none,divorced,regularly,no,3.0,school_bus,< 5,55,51,54
353,male,group C,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,73,70,67
177,female,group C,associate's degree,standard,completed,married,regularly,yes,,school_bus,< 5,70,76,77
772,male,group D,some high school,standard,none,single,sometimes,no,1.0,private,> 10,60,56,51
118,male,group C,associate's degree,standard,none,single,regularly,no,5.0,school_bus,> 10,81,80,73
196,male,group C,,free/reduced,completed,married,never,yes,1.0,school_bus,5 - 10,57,67,63
133,male,group A,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,68,61,53
308,male,group E,bachelor's degree,free/reduced,completed,married,sometimes,yes,6.0,school_bus,> 10,80,80,74
244,female,group C,some high school,standard,none,single,never,yes,1.0,private,5 - 10,44,54,53
123,male,group B,associate's degree,free/reduced,none,single,never,yes,2.0,private,5 - 10,27,33,27
362,female,group B,associate's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,< 5,68,74,76
512,female,group E,,standard,,divorced,sometimes,no,3.0,private,5 - 10,92,89,90
779,female,group C,some college,standard,,married,regularly,no,2.0,private,5 - 10,69,73,79
52,female,group C,some college,standard,completed,divorced,sometimes,yes,0.0,school_bus,> 10,78,86,90
950,male,group B,some high school,free/reduced,none,divorced,never,yes,,private,5 - 10,56,53,54
952,female,group E,master's degree,standard,none,divorced,,no,,private,5 - 10,87,100,93
705,male,group A,bachelor's degree,free/reduced,none,married,never,yes,2.0,school_bus,> 10,78,72,66
297,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,53,41,40
327,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,23,43,42
550,female,group C,high school,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,39,50,51
321,male,group B,high school,standard,completed,married,never,yes,,school_bus,5 - 10,69,79,75
46,male,,some college,standard,,single,sometimes,no,4.0,private,5 - 10,82,74,73
488,male,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,60,60,59
470,male,group C,high school,standard,none,married,never,yes,5.0,school_bus,> 10,58,60,58
271,male,group C,some college,standard,,single,regularly,yes,1.0,,< 5,57,48,42
554,female,group C,,free/reduced,none,divorced,sometimes,no,6.0,school_bus,5 - 10,54,67,69
52,male,group D,bachelor's degree,free/reduced,,married,sometimes,yes,1.0,school_bus,> 10,71,73,68
863,female,group D,bachelor's degree,standard,none,single,regularly,,2.0,school_bus,,66,62,60
722,male,group B,some high school,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,31,40,24
143,female,group B,some college,standard,none,married,regularly,yes,0.0,private,5 - 10,51,48,54
239,female,group C,master's degree,standard,none,married,sometimes,no,,,5 - 10,77,88,86
270,male,group C,some high school,free/reduced,,divorced,sometimes,no,,school_bus,> 10,40,37,31
613,male,group E,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,77,63,60
29,male,group E,master's degree,standard,none,divorced,never,yes,4.0,school_bus,< 5,94,97,95
